"Tag.number","Latitude","Longitude","Carapace.length","Size.at.release","Size.at.recapture","Size","Release.location","Sex","Labels"
"195869",-29.5401,114.9284,54.8,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 195056. At liberty for 69 days before being caught again on 2018-09-14 (61.6 mm).<br> <br>Tag 195869. At liberty for 69 days before being caught again on 2018-09-14 (54.8 mm).<br> <br>Tag K3188. At liberty for 70 days before being caught again on 2018-09-14 (85 mm)."
"K3188",-29.5401,114.9284,85,"Legal","Legal","Legal","Golden Ridge","Male","Tag 195056. At liberty for 69 days before being caught again on 2018-09-14 (61.6 mm).<br> <br>Tag 195869. At liberty for 69 days before being caught again on 2018-09-14 (54.8 mm).<br> <br>Tag K3188. At liberty for 70 days before being caught again on 2018-09-14 (85 mm)."
"K3102",-29.5401,114.92846,90,"Legal","Legal","Legal","Golden Ridge","Male","Tag 195056. At liberty for 22 days before being caught again on 2018-07-06 (57.6 mm).<br> <br>Tag 195299. At liberty for 21 days before being caught again on 2018-07-06 (55.2 mm).<br> <br>Tag K3102. A Male lobster, first caught on 2018-07-06 (90 mm).<br> <br>Tag K3188. A Male lobster, first caught on 2018-07-06 (84 mm).<br> <br>Tag 195653. A Female lobster, first caught on 2018-07-06 (59.9 mm).<br> <br>Tag K3181. A Female lobster, first caught on 2018-07-06 (72.1 mm)."
"K3188",-29.5401,114.92846,84,"Legal","Legal","Legal","Golden Ridge","Male","Tag 195056. At liberty for 22 days before being caught again on 2018-07-06 (57.6 mm).<br> <br>Tag 195299. At liberty for 21 days before being caught again on 2018-07-06 (55.2 mm).<br> <br>Tag K3102. A Male lobster, first caught on 2018-07-06 (90 mm).<br> <br>Tag K3188. A Male lobster, first caught on 2018-07-06 (84 mm).<br> <br>Tag 195653. A Female lobster, first caught on 2018-07-06 (59.9 mm).<br> <br>Tag K3181. A Female lobster, first caught on 2018-07-06 (72.1 mm)."
"195653",-29.5401,114.92846,59.9,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 195056. At liberty for 22 days before being caught again on 2018-07-06 (57.6 mm).<br> <br>Tag 195299. At liberty for 21 days before being caught again on 2018-07-06 (55.2 mm).<br> <br>Tag K3102. A Male lobster, first caught on 2018-07-06 (90 mm).<br> <br>Tag K3188. A Male lobster, first caught on 2018-07-06 (84 mm).<br> <br>Tag 195653. A Female lobster, first caught on 2018-07-06 (59.9 mm).<br> <br>Tag K3181. A Female lobster, first caught on 2018-07-06 (72.1 mm)."
"K3181",-29.5401,114.92846,72.1,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 195056. At liberty for 22 days before being caught again on 2018-07-06 (57.6 mm).<br> <br>Tag 195299. At liberty for 21 days before being caught again on 2018-07-06 (55.2 mm).<br> <br>Tag K3102. A Male lobster, first caught on 2018-07-06 (90 mm).<br> <br>Tag K3188. A Male lobster, first caught on 2018-07-06 (84 mm).<br> <br>Tag 195653. A Female lobster, first caught on 2018-07-06 (59.9 mm).<br> <br>Tag K3181. A Female lobster, first caught on 2018-07-06 (72.1 mm)."
"191533",-29.54009167,114.9284367,57,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 191533. At liberty for 1 days before being caught again on 2018-06-15 (57 mm).<br> <br>Tag 191566. At liberty for 1 days before being caught again on 2018-06-15 (50.7 mm).<br> <br>Tag 191842. At liberty for 1 days before being caught again on 2018-06-15 (54.5 mm).<br> <br>Tag 195299. A Female lobster, first caught on 2018-06-15 (54.7 mm)."
"191566",-29.54009167,114.9284367,50.7,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 191533. At liberty for 1 days before being caught again on 2018-06-15 (57 mm).<br> <br>Tag 191566. At liberty for 1 days before being caught again on 2018-06-15 (50.7 mm).<br> <br>Tag 191842. At liberty for 1 days before being caught again on 2018-06-15 (54.5 mm).<br> <br>Tag 195299. A Female lobster, first caught on 2018-06-15 (54.7 mm)."
"191842",-29.54009167,114.9284367,54.5,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 191533. At liberty for 1 days before being caught again on 2018-06-15 (57 mm).<br> <br>Tag 191566. At liberty for 1 days before being caught again on 2018-06-15 (50.7 mm).<br> <br>Tag 191842. At liberty for 1 days before being caught again on 2018-06-15 (54.5 mm).<br> <br>Tag 195299. A Female lobster, first caught on 2018-06-15 (54.7 mm)."
"195299",-29.54009167,114.9284367,54.7,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 191533. At liberty for 1 days before being caught again on 2018-06-15 (57 mm).<br> <br>Tag 191566. At liberty for 1 days before being caught again on 2018-06-15 (50.7 mm).<br> <br>Tag 191842. At liberty for 1 days before being caught again on 2018-06-15 (54.5 mm).<br> <br>Tag 195299. A Female lobster, first caught on 2018-06-15 (54.7 mm)."
"196012",-29.54007,114.95035,59.6,"Sub-legal","Sub-legal","Sub-legal","Cliff Head","Male","Tag 196012. A Male lobster, first caught on 2018-08-13 (59.6 mm)."
"K3296",-29.53997778,114.9277889,84.1,"Legal","Legal","Legal","Golden Ridge","Male","Tag K3296. At liberty for 143 days before being caught again on 2018-11-27 (84.1 mm)."
"195963",-29.53996,114.95032,55.2,"Sub-legal","Sub-legal","Sub-legal","Cliff Head","Female","Tag 195963. A Female lobster, first caught on 2018-07-07 (55.2 mm)."
"195056",-29.53993,114.9284,61.5,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 195056. At liberty for 53 days before being caught again on 2018-11-06 (61.5 mm).<br> <br>Tag 196577. At liberty for 53 days before being caught again on 2018-11-06 (63 mm)."
"196577",-29.53993,114.9284,63,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 195056. At liberty for 53 days before being caught again on 2018-11-06 (61.5 mm).<br> <br>Tag 196577. At liberty for 53 days before being caught again on 2018-11-06 (63 mm)."
"K3343",-29.53992,114.9504,86.5,"Legal","Legal","Legal","Cliff Head","Male","Tag K3343. At liberty for 68 days before being caught again on 2018-09-14 (86.5 mm)."
"196012",-29.53988,114.9505,60,"Sub-legal","Sub-legal","Sub-legal","Cliff Head","Male","Tag 196012. At liberty for 86 days before being caught again on 2018-11-07 (60 mm)."
"K3342",-29.53988,114.95045,87.3,"Legal","Legal","Legal","Cliff Head","Female","Tag K3342. At liberty for 37 days before being caught again on 2018-08-14 (87.3 mm)."
"195742",-29.53985,114.95036,66.4,"Sub-legal","Sub-legal","Sub-legal","Cliff Head","Female","Tag 195742. At liberty for 37 days before being caught again on 2018-08-14 (66.4 mm)."
"K3343",-29.53981,114.95043,86.5,"Legal","Legal","Legal","Cliff Head","Male","Tag K3343. A Male lobster, first caught on 2018-07-08 (86.5 mm).<br> <br>Tag K3342. A Female lobster, first caught on 2018-07-08 (87.5 mm)."
"K3342",-29.53981,114.95043,87.5,"Legal","Legal","Legal","Cliff Head","Female","Tag K3343. A Male lobster, first caught on 2018-07-08 (86.5 mm).<br> <br>Tag K3342. A Female lobster, first caught on 2018-07-08 (87.5 mm)."
"195298",-29.53968,114.9285,65.6,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"195604",-29.53968,114.9285,51.7,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"195644",-29.53968,114.9285,67.4,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"K2711",-29.53968,114.9285,77.9,"Legal","Legal","Legal","Golden Ridge","Male","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"K2714",-29.53968,114.9285,68.2,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"K2721",-29.53968,114.9285,87,"Legal","Legal","Legal","Golden Ridge","Male","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"K2728",-29.53968,114.9285,96.9,"Legal","Legal","Legal","Golden Ridge","Male","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"K3100",-29.53968,114.9285,83.2,"Legal","Legal","Legal","Golden Ridge","Female","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"K3287",-29.53968,114.9285,85.3,"Legal","Legal","Legal","Golden Ridge","Male","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"196577",-29.53968,114.9285,62.8,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Female","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"196576",-29.53968,114.9285,69.8,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 195298. At liberty for 69 days before being caught again on 2018-09-14 (65.6 mm).<br> <br>Tag 195604. At liberty for 70 days before being caught again on 2018-09-14 (51.7 mm).<br> <br>Tag 195644. At liberty for 70 days before being caught again on 2018-09-14 (67.4 mm).<br> <br>Tag K2711. At liberty for 92 days before being caught again on 2018-09-14 (77.9 mm).<br> <br>Tag K2714. At liberty for 92 days before being caught again on 2018-09-14 (68.2 mm).<br> <br>Tag K2721. At liberty for 70 days before being caught again on 2018-09-14 (87 mm).<br> <br>Tag K2728. At liberty for 92 days before being caught again on 2018-09-14 (96.9 mm).<br> <br>Tag K3100. At liberty for 70 days before being caught again on 2018-09-14 (83.2 mm).<br> <br>Tag K3287. At liberty for 69 days before being caught again on 2018-09-14 (85.3 mm).<br> <br>Tag 196577. A Female lobster, first caught on 2018-09-14 (62.8 mm).<br> <br>Tag 196576. A Male lobster, first caught on 2018-09-14 (69.8 mm)."
"195298",-29.53961,114.9286067,65.1,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 195298. A Male lobster, first caught on 2018-06-15 (65.1 mm)."
"195298",-29.53959,114.92868,65.6,"Sub-legal","Sub-legal","Sub-legal","Golden Ridge","Male","Tag 195298. At liberty for 22 days before being caught again on 2018-07-07 (65.6 mm).<br> <br>Tag K3191. At liberty for 1 days before being caught again on 2018-07-07 (76.3 mm).<br> <br>Tag K3198. At liberty for 1 days before being caught again on 2018-07-07 (73.5 mm).<br> <br>Tag K3286. A Male lobster, first caught on 2018-07-07 (86.9 mm).<br> <br>Tag K3287. A Male lobster, first caught on 2018-07-07 (85 mm)."
